int_name,partner_a,partner_b,complex1_gene1,complex1_gene2,complex1_gene3,complex_2_gene1,complex_2_gene2,complex_2_gene3,wilcox.pval,mean.diff,median.diff,mean.p53,mean.wt,median.p53,median.wt,sd.p53,sd.wt,BW11.C,BW11.D,BW14.A,BW14.B,1174.C,1174.D,BW09.A,BW09.B,BW09.C,BW09.D,BW19.C,BW19.D,BW23.A,BW23.B,BW16.A,BW16.B,1179.A,1179.B,1179.C,1179.D,alt_name
EPHA2-EFNA3,EPHA2,EFNA3,,,,,,,0.023976024,0.126276109,0.166480225,0.309700736,0.183424627,0.30798876,0.141508535,0.020417303,0.091482936,0.331894864,0.293849484,0.290930561,0.322128036,0.31038196,0.310748092,0.080887696,0.109700875,0.106334241,0.117605279,0.165411791,0.114696477,0.269838282,0.248641579,0.12971427,0.155072486,-0.035431359,0.022000006,-0.006184916,-0.016330901,EPHA2-EFNA3
COL13A1-a1b1 complex,COL13A1,a1b1 complex,,,,ITGB1,ITGA1,,0.001998002,0.126251709,0.125285651,0.313328986,0.187077277,0.30923849,0.183952839,0.038912063,0.037690065,0.290507505,0.273980919,0.327969476,0.360858046,0.140891632,0.157516176,0.133221459,0.194748085,0.179697656,0.174693222,0.233268435,0.188208022,0.230895126,0.23763296,0.142463668,0.107710118,0.114422977,0.124025403,0.088702873,0.119926554,COL13A1-COMPLEX_91
SPP1-a9b1 complex,SPP1,a9b1 complex,,,,ITGB1,ITGA9,,0.007992008,0.125637173,0.107002045,0.215325609,0.089688435,0.202316932,0.095314887,0.081048564,0.04574368,0.137604245,0.166499157,0.238134708,0.319064325,0.027177117,0.059988399,0.087298725,0.104709763,0.093169192,0.099137735,0.187958339,0.097460583,0.110095779,0.029888722,-0.023645885,-0.004511719,0.01572649,0.014634358,0.034171242,0.003857113,SPP1-COMPLEX_102
PDGFB-ADGRV1,PDGFB,ADGRV1,,,,,,,0.001998002,0.124560053,0.107684762,0.084546705,-0.040013348,0.077122774,-0.030561988,0.033245681,0.047271363,0.065486066,0.05439045,0.088759483,0.129550823,-0.117735566,-0.093426831,-0.047629562,-0.029764958,-0.031087183,-0.030036792,-0.018392309,0.04309831,0.004184219,-0.079342806,-0.066889381,-0.066437277,0.05591752,0.037649446,0.023715087,0.102623148,PDGFB-ADGRV1
COL6A6-a11b1 complex,COL6A6,a11b1 complex,,,,ITGB1,ITGA11,,0.001998002,0.124150248,0.123536962,0.151334697,0.027184448,0.148636559,0.025099597,0.025448362,0.017448992,0.12445335,0.13958543,0.183612319,0.157687689,0.006854357,0.040510726,0.022271664,0.061310342,0.01775333,0.027927531,0.020045545,0.003540364,0.043302068,0.028328558,0.101130723,0.137413014,0.004620785,0.047060095,0.025496073,0.019695969,COL6A6-COMPLEX_90
EPHA2-EFNA5,EPHA2,EFNA5,,,,,,,0.007992008,0.123631129,0.144417636,0.484833491,0.361202363,0.497319879,0.352902242,0.041298856,0.050973655,0.502696398,0.51943921,0.425254997,0.491943359,0.362249427,0.343555058,0.311496292,0.330527566,0.340188399,0.28829954,0.426261988,0.362396803,0.454362802,0.392685751,0.504654771,0.496012607,-0.009041557,0.011481497,-0.024979727,0.028699815,EPHA2-EFNA5
COL3A1-a1b1 complex,COL3A1,a1b1 complex,,,,ITGB1,ITGA1,,0.013986014,0.12336818,0.079849149,0.65721955,0.53385137,0.659538859,0.57968971,0.008967036,0.098905738,0.644465106,0.660519238,0.665335378,0.65855848,0.368244401,0.416057033,0.570218476,0.617284266,0.589160945,0.593936398,0.661932131,0.598501868,0.442109432,0.481068752,0.435138449,0.424168777,0.621505925,0.598014286,0.565023169,0.604058461,COL3A1-COMPLEX_91
ACVR_1B2B receptor-INHBA,ACVR_1B2B receptor,INHBA,ACVR1B,ACVR2B,,,,,0.013986014,0.121454863,0.133940645,0.140450698,0.018995835,0.152833407,0.018892762,0.088812392,0.045732372,0.091025803,0.040292031,0.215843946,0.214641011,0.06562664,0.019757706,0.018027818,0.088118835,0.001737879,0.013048291,0.04852903,0.034126718,-0.026601046,-0.072413526,0.041969588,0.057972822,-0.052627424,-0.046191339,-0.160338086,-0.088626751,COMPLEX_6-INHBA
COL6A3-a1b1 complex,COL6A3,a1b1 complex,,,,ITGB1,ITGA1,,0.007992008,0.121083782,0.130681558,0.59712764,0.476043858,0.603213012,0.472531454,0.02623423,0.063503237,0.560730366,0.596929919,0.621354172,0.609496104,0.384257133,0.427478383,0.461189656,0.474194673,0.494021989,0.489118141,0.601587335,0.545900667,0.411822368,0.470868235,0.347637207,0.3165735,0.65043315,0.635909692,0.591265111,0.619052978,COL6A3-COMPLEX_91
ACVR_1B2B receptor-Activin ligand ab,ACVR_1B2B receptor,Activin ligand ab,ACVR1B,ACVR2B,,INHBA,INHBB,,0.001998002,0.120556958,0.109063113,0.221156293,0.100599335,0.219345255,0.110282142,0.052396531,0.04106059,0.210434475,0.159468253,0.228256034,0.286466409,0.140049173,0.15062284,0.090278446,0.129376151,0.08231463,0.066439047,0.111150262,0.109414021,0.116508023,0.009840758,0.116874182,0.109193454,0.004429853,-0.0133693,-0.050210101,0.009703949,COMPLEX_6-COMPLEX_9
BMPR1A_BMPR2-GDF7,BMPR1A_BMPR2,GDF7,BMPR1A,BMPR2,,,,,0.003996004,0.120225822,0.109792813,0.165738354,0.045512532,0.163967405,0.054174591,0.059409487,0.04365794,0.230470546,0.200352018,0.104548059,0.127582791,-0.015188529,-0.035059426,0.060882187,0.110343178,0.057840927,0.027757541,0.050508255,0.043668181,0.072921828,0.081451173,0.008596605,0.040446866,0.027185454,0.013299072,0.008719219,-0.006121519,COMPLEX_10-GDF7
WNT2-FZD3,WNT2,FZD3,,,,,,,0.001998002,0.118523109,0.102831318,0.069955036,-0.048568073,0.069769576,-0.033061742,0.031333166,0.052935515,0.060777209,0.107446253,0.078761942,0.03283474,-0.15734126,-0.120714193,-0.013485268,0.013706711,-0.04821893,-0.006248251,-0.062735498,-0.036446814,-0.024520559,-0.029676671,-0.018463369,-0.016773051,-0.071230685,-0.062885909,-0.058935936,-0.075905573,WNT2-FZD3
EPHB2-EFNB3,EPHB2,EFNB3,,,,,,,0.023976024,0.117008683,0.111590476,0.146654878,0.029646196,0.146365048,0.034774572,0.086356682,0.04291506,0.214320822,0.227988275,0.065901142,0.078409274,-0.055238839,0.087754385,0.020818041,0.038255187,-0.003525224,-0.004676311,0.079954002,0.031293956,0.058809114,0.043017644,0.114601078,0.10011974,0.046698191,0.000864244,0.004590589,0.040265161,EPHB2-EFNB3
FPR3-HEBP1,FPR3,HEBP1,,,,,,,0.035964036,0.116960246,0.127525247,0.311058536,0.194098289,0.2880979,0.160572653,0.10443386,0.070977196,0.248157357,0.216929385,0.328038442,0.451108958,0.305438314,0.319896431,0.163438911,0.150160736,0.12239825,0.157706395,0.137650675,0.185883809,0.246514068,0.151895305,0.176319973,0.172952898,0.122498052,0.091296963,0.097284037,0.092430253,FPR3-HEBP1
EPHA4-EFNB1,EPHA4,EFNB1,,,,,,,0.007992008,0.116768298,0.124366587,0.252783783,0.136015485,0.246495595,0.122129008,0.080562038,0.03610157,0.350676104,0.282061914,0.167467836,0.210929275,0.11461079,0.107168584,0.125462932,0.207452789,0.158456291,0.115763995,0.086434703,0.118795084,0.170061804,0.155947875,0.16062197,0.159951088,0.20134344,0.156338619,0.180500898,0.232492146,EPHA4-EFNB1
COL5A3-a11b1 complex,COL5A3,a11b1 complex,,,,ITGB1,ITGA11,,0.003996004,0.116753455,0.122697741,0.247137763,0.130384308,0.257047949,0.134350209,0.032149712,0.053441753,0.201120763,0.273334391,0.249957084,0.264138815,0.095235644,0.180454395,0.131815168,0.223240468,0.168388906,0.13688525,0.104069169,0.034604576,0.141820792,0.087328712,0.135293414,0.10423905,0.12704632,0.123746824,0.125705342,0.134865409,COL5A3-COMPLEX_90
COL15A1-a11b1 complex,COL15A1,a11b1 complex,,,,ITGB1,ITGA11,,0.035964036,0.116340685,0.134943221,0.308162094,0.191821409,0.326063883,0.191120662,0.073315915,0.053389851,0.208382448,0.299270161,0.352857605,0.372138161,0.174367051,0.153628473,0.212791683,0.300030734,0.220470514,0.234901805,0.139503677,0.129253772,0.145392107,0.207874274,0.125952908,0.097378971,0.106558086,0.147604021,0.094084973,0.119664243,COL15A1-COMPLEX_90
COL6A3-a10b1 complex,COL6A3,a10b1 complex,,,,ITGB1,ITGA10,,0.035964036,0.115254893,0.099611119,0.264703798,0.149448905,0.262457132,0.162846013,0.060344237,0.094137021,0.207732738,0.218351507,0.306562758,0.32616819,-0.027663739,0.058041262,0.160400326,0.210889751,0.165291701,0.174881719,0.092158276,0.113890732,0.270608365,0.275990656,0.051651828,0.06319871,0.143750581,0.138882276,0.122684349,0.115284574,COL6A3-COMPLEX_89
COL12A1-a10b1 complex,COL12A1,a10b1 complex,,,,ITGB1,ITGA10,,0.013986014,0.114042593,0.084219852,0.243473855,0.129431262,0.233892334,0.149672482,0.032943325,0.104023646,0.215057051,0.291053702,0.233251899,0.234532769,-0.056657129,-0.041202436,0.155036496,0.269506497,0.175633508,0.208244936,0.129928331,0.112827166,0.144308467,0.196686788,0.0899444,0.117316872,0.097280662,0.051971368,0.065792428,0.068308149,COL12A1-COMPLEX_89
COL24A1-a2b1 complex,COL24A1,a2b1 complex,,,,ITGB1,ITGA2,,0.001998002,0.113619754,0.115106079,0.177809013,0.064189259,0.181231175,0.066125096,0.011803502,0.031331089,0.183452123,0.187826681,0.160947023,0.179010226,0.097434234,0.114276591,0.034465063,0.067242321,0.06500787,0.020312222,0.083926873,0.084753502,0.028968425,0.045505491,0.014948061,0.039642546,0.024416828,-0.005427644,0.028711441,0.084106781,COL24A1-COMPLEX_93
ACVR_1A2A receptor-Activin ligand ab,ACVR_1A2A receptor,Activin ligand ab,ACVR1,ACVR2A,,INHBA,INHBB,,0.007992008,0.113593402,0.130905898,0.246146083,0.132552681,0.255499106,0.124593208,0.050347783,0.033574337,0.296356787,0.264418366,0.177229332,0.246579846,0.127161595,0.080545823,0.114911834,0.151056962,0.103173374,0.118725564,0.180657137,0.137689426,0.189580274,0.122024821,0.127257427,0.12751778,0.099947222,0.09878539,0.121066141,0.160644125,COMPLEX_3-COMPLEX_9
SPP1-aVb3 complex,SPP1,aVb3 complex,,,,ITGAV,ITGB3,,0.023976024,0.113314858,0.107138498,0.173087977,0.059773118,0.168683204,0.061544706,0.07988892,0.04937393,0.095025168,0.116398853,0.220967554,0.259960331,0.034449825,0.129729526,0.029533892,0.055472298,0.069212115,0.045464337,0.121623209,0.087448468,0.067617114,-0.0428196,0.035024217,0.002469912,-0.005272966,-0.06117552,0.011728427,-0.017280684,SPP1-COMPLEX_108
ACVR_1B2B receptor-INHBB,ACVR_1B2B receptor,INHBB,ACVR1B,ACVR2B,,,,,0.001998002,0.110190756,0.114208844,0.252139545,0.14194879,0.263030351,0.148821507,0.026870554,0.020488934,0.270173231,0.266062594,0.212324248,0.259998108,0.104796047,0.154510488,0.142577954,0.154983922,0.148919175,0.148723839,0.131601511,0.110085136,0.167850316,0.155439508,0.224184122,0.164786225,0.010453992,0.014740966,0.008014265,0.01405056,COMPLEX_6-INHBB
EPOR-KITLG,EPOR,KITLG,,,,,,,0.013986014,0.109692385,0.127970762,0.290199676,0.18050729,0.296992706,0.169021944,0.064186133,0.051564258,0.263049557,0.213154516,0.330935855,0.353658774,0.146810659,0.161708352,0.134010415,0.176335537,0.128771782,0.122634997,0.24569534,0.207535518,0.272320964,0.209249339,0.085126388,0.043313403,0.09979384,0.041453194,0.089943594,0.095116275,EPOR-KITLG
SEMA4A-PLXND1,SEMA4A,PLXND1,,,,,,,0.023976024,0.109027529,0.134173928,0.336276626,0.227249097,0.32833484,0.194160912,0.049851256,0.068238045,0.336575088,0.284773682,0.320094591,0.403663142,0.320004283,0.362992224,0.187701733,0.1847607,0.174753159,0.20233266,0.200620091,0.180834439,0.280533498,0.177958187,0.102992942,0.110812742,0.144707238,0.161536421,0.089742259,0.093625229,SEMA4A-PLXND1
COL6A6-a10b1 complex,COL6A6,a10b1 complex,,,,ITGB1,ITGA10,,0.003996004,0.108410289,0.103102058,0.122056644,0.013646356,0.123555551,0.020453494,0.05061032,0.041242035,0.139916028,0.180306779,0.107195075,0.060808695,-0.07924356,-0.025657143,0.023710225,0.073882619,0.017196763,0.033231553,0.013358311,0.03980628,0.031078492,0.009100016,0.002102418,-0.001679441,0.002348714,0.017444984,0.024901097,-0.012038332,COL6A6-COMPLEX_89
COL5A1-a10b1 complex,COL5A1,a10b1 complex,,,,ITGB1,ITGA10,,0.035964036,0.108077097,0.106295186,0.212806845,0.104729749,0.219580991,0.113285805,0.059041166,0.084306332,0.148940525,0.176250928,0.262911053,0.263124876,-0.052842677,-0.010355573,0.122973715,0.228782817,0.095638708,0.119154715,0.092086034,0.107416895,0.154839731,0.189603125,0.026828864,0.044973957,0.062848165,0.089120197,0.104804941,0.089015648,COL5A1-COMPLEX_89
CSF1-SLC7A1,CSF1,SLC7A1,,,,,,,0.003996004,0.107684958,0.120609126,0.287986692,0.180301734,0.288213062,0.167603936,0.034308843,0.052842734,0.30685052,0.250101488,0.269575604,0.325419155,0.170264117,0.227412502,0.142926297,0.213478485,0.164943755,0.152873469,0.115434084,0.111273273,0.254667433,0.249743924,0.077396953,0.084664671,0.00342575,0.049123143,-0.004139107,-0.003314087,CSF1-SLC7A1
HLA-DRB1,HLA,DRB1,,,,,,,0.007992008,0.107012272,0.107139611,0.19831964,0.091307368,0.198351537,0.091211926,0.080995764,0.056402497,0.135810202,0.121287417,0.260892871,0.275288067,0.043616212,0.04723377,0.078264858,0.216941159,0.104158995,0.106547771,0.118800965,0.118180679,0.064673027,0.014656242,0.042430912,-0.002467785,0.042491804,0.047180038,0.025508159,0.065749188,HLA-DRB1-OGN
JAG1-NOTCH2,JAG1,NOTCH2,,,,,,,0.035964036,0.106125665,0.083374189,0.329926699,0.223801034,0.315314137,0.231939948,0.090187192,0.069486972,0.260730823,0.250761852,0.369897451,0.43831667,0.253715454,0.230596308,0.261223631,0.340697998,0.245284215,0.233283588,0.227939591,0.22858696,0.118245189,0.098437408,0.160131851,0.148284377,0.175930269,0.199360895,0.19210982,0.135435327,JAG1-NOTCH2
TGFB3-TGFbeta receptor2,TGFB3,TGFbeta receptor2,,,,TGFBR2,ACVR1,,0.035964036,0.105985693,0.101942792,0.199683905,0.093698211,0.19989142,0.097948628,0.03175707,0.094735674,0.225888899,0.17389394,0.170548684,0.228404095,-0.039076509,0.078150131,0.151177246,0.2708798,0.125524374,0.170833641,0.095141696,0.10075556,0.006352607,-0.02275643,0.091531532,0.098244551,0.251191782,0.223846739,0.195659453,0.245731815,TGFB3-COMPLEX_84
CCL2-CCR2,CCL2,CCR2,,,,,,,0.001998002,0.105901245,0.094183398,0.24327333,0.137372085,0.230289507,0.136106108,0.056446156,0.025283849,0.201813827,0.195997474,0.258765186,0.316516834,0.152745755,0.156125511,0.121222397,0.175311113,0.097264653,0.130689759,0.16691117,0.117634488,0.141522458,0.11429355,0.061152853,0.031339732,0.138238667,0.139866413,0.126516766,0.09438458,CCL2-CCR2
COL1A2-a1b1 complex,COL1A2,a1b1 complex,,,,ITGB1,ITGA1,,0.007992008,0.105790271,0.053266527,0.699105572,0.593315302,0.701097058,0.647830531,0.01231259,0.098811434,0.707755819,0.710347705,0.694438298,0.683880468,0.430243391,0.470015187,0.640745169,0.679598959,0.654915894,0.659475447,0.697323788,0.662101084,0.489992466,0.548741633,0.520213962,0.488668685,0.689095856,0.667385178,0.645845499,0.671361853,COL1A2-COMPLEX_91
TNFRSF10B-FASLG,TNFRSF10B,FASLG,,,,,,,0.007992008,0.101248911,0.092891995,0.175417808,0.074168897,0.170150699,0.077258705,0.036736547,0.038871727,0.216902439,0.195785967,0.144515432,0.144467393,0.090956312,0.044983323,0.076523492,0.094591591,0.052035164,0.077993917,0.035404698,0.097616611,0.153672979,0.017910879,0.003938464,-0.019157425,0.058257798,0.064915368,0.020552527,0.040793562,TNFRSF10B-FASLG
GDF11-ANTXR1,GDF11,ANTXR1,,,,,,,0.003996004,0.101226326,0.093413353,0.28685566,0.185629334,0.281826111,0.188412758,0.019265142,0.054099978,0.281179223,0.282472999,0.26939727,0.314373147,0.219358799,0.148042645,0.20383574,0.280579716,0.218579503,0.226529304,0.154344664,0.172989776,0.13669155,0.095341642,0.137535073,0.0655855,0.082732099,0.118002478,0.073866344,0.08974753,GDF11-ANTXR1
ACVR_1B2B receptor-GDF11,ACVR_1B2B receptor,GDF11,ACVR1B,ACVR2B,,,,,0.003996004,0.100577518,0.092675567,0.235047815,0.134470297,0.237180449,0.144504882,0.045044522,0.034532954,0.278902393,0.186927967,0.206855651,0.267505247,0.141863177,0.152365447,0.10830322,0.15408303,0.11254332,0.065042346,0.149688032,0.147146587,0.192854008,0.1208138,0.042439349,0.020846697,0.065580872,0.032811802,0.010791401,0.058214369,COMPLEX_6-GDF11
BMR1A_AVR2B-GDF7,BMR1A_AVR2B,GDF7,BMPR1A,ACVR2B,,,,,0.003996004,0.098357441,0.103368004,0.138065965,0.039708524,0.146267321,0.042899317,0.023187772,0.043046723,0.144738249,0.147796393,0.103987077,0.155742139,0.125863841,-0.049124003,0.041550191,0.060540688,0.013352804,0.037496995,0.047128653,0.046526386,0.029501238,0.044248444,-0.002194008,0.00659104,-0.037887374,-0.022574298,-0.022578646,-0.020414665,COMPLEX_13-GDF7
COL13A1-a10b1 complex,COL13A1,a10b1 complex,,,,ITGB1,ITGA10,,0.035964036,0.094696634,0.107924962,0.182230428,0.087533794,0.182501408,0.074576446,0.025450367,0.061025831,0.20129873,0.206820978,0.163704085,0.15709792,0.024104786,0.02781915,0.075204473,0.092341367,0.082567073,0.073948419,0.040613689,0.069709788,0.202729196,0.186299997,0.077779113,0.115743747,0.033440766,0.04055888,0.098658474,0.055786853,COL13A1-COMPLEX_89
LTA-RIPK1,LTA,RIPK1,,,,,,,0.035964036,0.092918413,0.082008944,0.195485532,0.10256712,0.197904564,0.11589562,0.039470593,0.073415022,0.230913432,0.227784288,0.15521957,0.16802484,0.084856149,-5.78E-05,0.114029327,0.117761913,0.120551463,0.121921681,0.028439762,0.025974328,0.249707849,0.162486482,0.025999543,0.01332049,0.027700189,0.065439803,0.050340352,0.067596222,LTA-RIPK1
PVR-TNFSF9,PVR,TNFSF9,,,,,,,0.003996004,0.091657183,0.093054097,0.156400653,0.06474347,0.152782133,0.059728036,0.034635162,0.039921429,0.165145107,0.119765463,0.140419159,0.200272884,0.13283346,0.0348485,0.016879912,0.05999919,0.026687796,0.028734597,0.083856425,0.085104476,0.119033462,0.059456881,0.030413416,0.059719452,0.072118428,0.030564857,-0.006423452,-0.002894289,PVR-TNFSF9
GDF11-TGFR_AVR2B,GDF11,TGFR_AVR2B,,,,TGFBR1,ACVR2B,,0.001998002,0.090120696,0.088064131,0.23321953,0.143098834,0.230291013,0.142226882,0.031837054,0.029429835,0.250982375,0.203359143,0.209599651,0.26893695,0.140168007,0.149786035,0.114309392,0.187040628,0.148026951,0.09564981,0.144285757,0.133173489,0.191547318,0.127000949,0.042275094,0.019002163,0.055435949,0.036337145,0.016101483,0.060859901,GDF11-COMPLEX_81
BMR1A_AVR2B-BMP5,BMR1A_AVR2B,BMP5,BMPR1A,ACVR2B,,,,,0.023976024,0.089934408,0.081466136,0.13178175,0.041847342,0.12425549,0.042789354,0.054041062,0.053747026,0.201465911,0.144349286,0.077150107,0.104161694,-0.026025776,-0.007908151,0.065484311,0.146299817,0.083543392,0.076980264,-0.006961945,0.057971404,0.001482799,0.027607305,0.132097601,0.146968905,0.241497617,0.250056287,0.247376855,0.209229245,COMPLEX_13-BMP5
TNFRSF10B-TNFSF10,TNFRSF10B,TNFSF10,,,,,,,0.023976024,0.089482096,0.080213171,0.496891411,0.407409315,0.491447974,0.411234804,0.026821824,0.086266228,0.497605368,0.485290581,0.470998929,0.533670767,0.226869982,0.330952401,0.391327267,0.470292059,0.419686195,0.402783412,0.426490434,0.398695687,0.554711251,0.452284466,0.288594277,0.3458026,0.322243238,0.327702709,0.292307421,0.328439695,TNFRSF10B-TNFSF10
LTA-LTBR,LTA,LTBR,,,,,,,0.023976024,0.089032513,0.091102744,0.142933205,0.053900691,0.135847031,0.044744287,0.036574904,0.050021633,0.125607664,0.1075775,0.146086398,0.192461256,0.014955893,0.057188777,0.03477049,0.056626329,0.018434502,0.054718084,0.00452578,0.019611373,0.163914359,0.114261328,0.010407407,-0.034720293,0.076270777,0.075738749,0.068906726,0.032427338,LTA-LTBR
LTA-TNFRSF1A,LTA,TNFRSF1A,,,,,,,0.007992008,0.088974791,0.057134709,0.239469522,0.150494731,0.230866773,0.173732064,0.025426496,0.0728536,0.220408196,0.223353821,0.238379725,0.275736345,0.163939661,0.183233257,0.174375988,0.17757584,0.143192726,0.17308814,0.008877866,0.033307187,0.21505189,0.232304752,0.070602324,0.016907801,0.130128436,0.15792942,0.130919773,0.10191746,LTA-TNFRSF1A
TNFRSF11B-TNFSF10,TNFRSF11B,TNFSF10,,,,,,,0.007992008,0.088389471,0.092071273,0.202070921,0.11368145,0.217252128,0.125180855,0.038973461,0.048626171,0.210042944,0.144872032,0.224461313,0.228907394,0.177945285,0.139168688,0.052038914,0.119548579,0.03555541,0.063142809,0.169211632,0.13864761,0.130813132,0.110742439,0.063578344,0.079749833,0.116729223,0.117532515,0.117512916,0.12548418,TNFRSF11B-TNFSF10
ACVR_1A2B receptor-Activin ligand ab,ACVR_1A2B receptor,Activin ligand ab,ACVR1,ACVR2B,,INHBA,INHBB,,0.001998002,0.08796713,0.084849131,0.214944074,0.126976944,0.218713208,0.133864077,0.034184314,0.035992699,0.215906614,0.169743535,0.221519802,0.252606345,0.15653638,0.162710284,0.122183652,0.160907005,0.112334067,0.099173514,0.144427786,0.13040415,0.137324004,0.043768597,0.095578024,0.092154256,0.005827151,-0.015127827,-0.027227757,0.042324741,COMPLEX_4-COMPLEX_9
CD74-APP,CD74,APP,,,,,,,0.007992008,0.086434804,0.101099745,0.791097218,0.704662414,0.802390468,0.701290723,0.033405834,0.047330239,0.817253748,0.806435655,0.742354187,0.798345281,0.726657143,0.735800566,0.672348623,0.705307859,0.683509509,0.668641325,0.779504727,0.758642533,0.697273587,0.618938266,0.492332657,0.510965389,0.723884399,0.744382946,0.701631973,0.700059154,CD74-APP
WNT7B-FZD4,WNT7B,FZD4,,,,,,,0.003996004,0.086293168,0.064898569,0.024530737,-0.061762431,0.011629503,-0.053269066,0.047435448,0.04544571,0.092588362,0.011362036,-0.017724419,0.011896969,-0.080535528,-0.079637621,-0.063941189,-0.001250751,-0.025922366,-0.035938264,-0.028882652,-0.042596944,-0.10044337,-0.158475627,-0.099100511,-0.100943254,0.009706922,-0.018758432,-0.005560261,-0.019907107,WNT7B-FZD4
CCL3-IDE,CCL3,IDE,,,,,,,0.001998002,0.086288994,0.076472989,0.162837437,0.076548444,0.150271256,0.073798267,0.044061786,0.034007372,0.128221794,0.131030178,0.169512335,0.222585443,0.021188847,0.052754447,0.105744859,0.111793474,0.087849009,0.097160973,0.05545326,0.059747524,0.126827391,0.046964652,0.078946361,0.061582373,0.033249426,0.02278994,0.009540974,0.066640422,CCL3-IDE
PLD2-ARF1,PLD2,ARF1,,,,,,,0.035964036,0.085006267,0.114169628,0.395915675,0.310909408,0.397097621,0.282927993,0.039728126,0.063407292,0.381624738,0.412570503,0.348632948,0.440834509,0.333955887,0.327894486,0.256178246,0.289036892,0.276819094,0.275740229,0.253357418,0.259393858,0.433105079,0.403612888,0.265413386,0.268234115,0.278060682,0.269760777,0.217538678,0.225363057,PLD2-ARF1
AXL-GAS6,AXL,GAS6,,,,,,,0.023976024,0.084421146,0.038855849,0.501046884,0.416625738,0.478959099,0.44010325,0.049954204,0.074156362,0.479811055,0.470535549,0.478107143,0.575733789,0.470757115,0.44049281,0.445268339,0.538967563,0.439713691,0.449914237,0.389932309,0.355527249,0.36580842,0.269875648,0.314200896,0.329943087,0.481633452,0.504921398,0.475985848,0.493836968,AXL-GAS6
TNF-FAS,TNF,FAS,,,,,,,0.013986014,0.083222345,0.078781979,0.377718779,0.294496433,0.370425593,0.291643614,0.033124019,0.046057492,0.375129252,0.365721934,0.346059487,0.423964441,0.243317953,0.232077425,0.284953609,0.356356894,0.300352878,0.285220637,0.29806659,0.248812631,0.367058732,0.328746982,0.28471038,0.301195279,0.180285552,0.245891662,0.21042228,0.185616597,TNF-FAS
FN1-a10b1 complex,FN1,a10b1 complex,,,,ITGB1,ITGA10,,0.035964036,0.083131711,0.073902177,0.437721274,0.354589563,0.44267838,0.368776203,0.040980822,0.061438277,0.386793914,0.423791042,0.461565719,0.478734423,0.30886247,0.356572388,0.35258957,0.448115029,0.380980019,0.38710332,0.254761645,0.265709702,0.404067378,0.387134111,0.201277198,0.202171027,0.1345605,0.161734543,0.155678309,0.134046932,FN1-COMPLEX_89
ICOSLG-ICOS,ICOSLG,ICOS,,,,,,,0.013986014,0.082692666,0.070338446,0.205386425,0.122693758,0.205717294,0.135378848,0.044368538,0.048483383,0.207903578,0.25934968,0.15076143,0.20353101,0.147562177,0.140362623,0.165120369,0.199517077,0.160168908,0.130395073,0.080373705,0.065422157,0.079595081,0.058420414,0.032633684,0.016393846,0.072825973,0.102087661,0.062986112,0.04593436,ICOSLG-ICOS
FN1-a4b1 complex,FN1,a4b1 complex,,,,ITGB1,ITGA4,,0.001998002,0.082658604,0.049618297,0.405361021,0.322702417,0.381516607,0.33189831,0.056834207,0.03749265,0.368317659,0.382386798,0.380646416,0.49009321,0.329592343,0.348850343,0.324904497,0.362407412,0.340729935,0.348466485,0.334204277,0.297368589,0.309450994,0.231049299,0.179979015,0.21716369,0.304197014,0.29304824,0.230372136,0.283433355,FN1-COMPLEX_95
LAIR1-LILRB4,LAIR1,LILRB4,,,,,,,0.007992008,0.081289605,0.072332775,0.703715065,0.62242546,0.698129933,0.625797159,0.02275641,0.036563389,0.684400233,0.688414705,0.707845161,0.734200161,0.643470853,0.63728041,0.579303308,0.691032991,0.614566495,0.618444814,0.558906676,0.607177987,0.633149503,0.640921561,0.744742013,0.772239358,0.360236308,0.339023396,0.332736772,0.321819343,LAIR1-LILRB4
SPP1-CCR8,SPP1,CCR8,,,,,,,0.001998002,0.080179942,0.079107365,0.091731441,0.011551498,0.086922413,0.007815048,0.030123712,0.019935291,0.065316341,0.06848448,0.105360346,0.127764596,0.035495365,0.04820164,0.022971678,0.002896574,0.006528987,-0.013784094,0.00910111,0.002109524,0.016323693,-0.014329493,0.035557935,0.043362903,0.027319294,-0.035778776,-0.005859889,0.01187257,SPP1-CCR8
FGF2-FGFR1,FGF2,FGFR1,,,,,,,0.035964036,0.080178889,0.092586858,0.296660631,0.216481742,0.306938649,0.21435179,0.034048089,0.0684058,0.313816514,0.324857648,0.247907579,0.300060784,0.107702377,0.136480498,0.23044191,0.311115166,0.282662315,0.285913356,0.19826167,0.164707788,0.189042949,0.258489387,0.179568233,0.199605391,0.051103162,0.084810836,0.041567305,0.021774999,FGF2-FGFR1
ACVR_1A2B receptor-INHBB,ACVR_1A2B receptor,INHBB,ACVR1,ACVR2B,,,,,0.003996004,0.078703997,0.080603345,0.240012146,0.161308149,0.24355846,0.162955116,0.033640406,0.030391395,0.268798192,0.268598053,0.204133472,0.218518868,0.119454131,0.164325399,0.160606431,0.209766619,0.161584833,0.175558798,0.150446248,0.107352759,0.189579101,0.174407169,0.234950919,0.148329282,0.032846999,0.009471462,0.048393238,0.053704605,COMPLEX_4-INHBB
